date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-07-24,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-07-25,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-07-26,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-07-27,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-07-28,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-07-29,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-07-30,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-07-31,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-01,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-02,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-03,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-04,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-05,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-06,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-07,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-08,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-09,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-10,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-11,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-12,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-13,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-14,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-15,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-16,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-17,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-18,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-19,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-20,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-21,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-22,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-23,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-24,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-25,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-26,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-27,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-28,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-29,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-30,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-08-31,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-01,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-02,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-03,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-04,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-05,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-06,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-07,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-08,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-09,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-10,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-11,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-12,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-13,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-14,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-15,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-16,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-17,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-18,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-19,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-20,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-21,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-22,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-23,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-24,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-25,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-26,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-27,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-28,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-29,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-09-30,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-01,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-02,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-03,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-04,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-05,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-06,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-07,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-08,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-09,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-10,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-11,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-12,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-13,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-14,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-15,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-16,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-17,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-18,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-19,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-20,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-21,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-22,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-23,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-24,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-25,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-26,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-27,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-28,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-29,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-30,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-10-31,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-01,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-02,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-03,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-04,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-05,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-06,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-07,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-08,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-09,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-10,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-11,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-12,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-13,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-14,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-15,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-16,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-17,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-18,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-19,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-20,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-21,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-22,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-23,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-24,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-25,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-26,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-27,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-28,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-29,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-11-30,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-12-01,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-12-02,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-12-03,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-12-04,171,0,165,6,,0,0,0,0,0,0,,0,0,海南
2020-01-27,8,0,0,0,,0,8,0,0,0,0,,0,0,吉林
2020-01-28,9,0,0,0,,0,9,1,0,0,0,,0,0,吉林
2020-01-29,14,0,0,0,,0,14,5,0,0,0,,0,0,吉林
2020-01-30,14,0,1,0,,0,13,0,0,1,0,,0,0,吉林
2020-01-31,17,0,1,0,,0,16,3,0,0,0,,0,0,吉林
2020-02-01,23,0,1,0,,0,22,6,0,0,0,,0,0,吉林
2020-02-02,31,0,1,0,,0,30,8,0,0,0,,0,0,吉林
2020-02-03,42,0,1,0,,0,41,11,0,0,0,,0,0,吉林
2020-02-04,54,0,1,0,,0,53,12,0,0,0,,0,0,吉林
2020-02-05,59,0,2,0,,0,57,5,0,1,0,,0,0,吉林
2020-02-06,65,0,4,1,,0,60,6,0,2,1,,0,0,吉林
2020-02-07,69,0,4,1,,0,64,4,0,0,0,,0,0,吉林
2020-02-08,78,0,5,1,,0,72,9,0,1,0,,0,0,吉林
2020-02-09,80,0,12,1,,0,67,2,0,7,0,,0,0,吉林
2020-02-10,81,0,13,1,,0,67,1,0,1,0,,0,0,吉林
2020-02-11,83,0,18,1,,0,64,2,0,5,0,,0,0,吉林
2020-02-12,83,0,18,1,,0,64,2,0,0,0,,0,0,吉林
2020-02-13,86,0,25,1,,0,60,2,0,7,0,,0,0,吉林
2020-02-14,88,0,25,1,,0,62,2,0,0,0,,0,0,吉林
2020-02-15,89,0,28,1,,0,60,1,0,3,0,,0,0,吉林
2020-02-16,89,0,30,1,,0,58,0,0,2,0,,0,0,吉林
2020-02-17,89,0,34,1,,0,54,0,0,4,0,,0,0,吉林
2020-02-18,90,0,36,1,,0,53,1,0,2,0,,0,0,吉林
2020-02-19,91,0,40,1,,0,50,1,0,4,0,,0,0,吉林
2020-02-20,91,0,44,1,,0,46,0,0,4,0,,0,0,吉林
2020-02-21,91,0,46,1,,0,44,0,0,2,0,,0,0,吉林
2020-02-22,91,0,52,1,,0,38,0,0,6,0,,0,0,吉林
2020-02-23,93,0,54,1,,0,38,2,0,2,0,,0,0,吉林
2020-02-24,93,0,60,1,,0,32,0,0,6,0,,0,0,吉林
2020-02-25,93,0,63,1,,0,29,0,0,3,0,,0,0,吉林
2020-02-26,93,0,65,1,,0,27,0,0,2,0,,0,0,吉林
2020-02-27,93,0,68,1,,0,24,0,0,3,0,,0,0,吉林
2020-02-28,93,0,73,1,,0,19,0,0,5,0,,0,0,吉林
2020-02-29,93,0,75,1,,0,17,0,0,2,0,,0,0,吉林
2020-03-01,93,0,78,1,,0,14,0,0,3,0,,0,0,吉林
2020-03-02,93,0,83,1,,0,9,0,0,5,0,,0,0,吉林
2020-03-03,93,0,84,1,,0,8,0,0,1,0,,0,0,吉林
2020-03-04,93,0,86,1,,0,6,0,0,2,0,,0,0,吉林
2020-03-05,93,0,88,1,,0,4,0,0,2,0,,0,0,吉林
2020-03-06,93,0,90,1,,0,2,0,0,2,0,,0,0,吉林
2020-03-07,93,0,90,1,,0,2,0,0,0,0,,0,0,吉林
2020-03-08,93,0,90,1,,0,2,0,0,0,0,,0,0,吉林
2020-03-09,93,0,91,1,,0,1,0,0,1,0,,0,0,吉林
2020-03-10,93,0,91,1,,0,1,0,0,0,0,,0,0,吉林
2020-03-11,93,0,91,1,,0,1,0,0,0,0,,0,0,吉林
2020-03-12,93,0,91,1,,0,1,0,0,0,0,,0,0,吉林
2020-03-13,93,0,91,1,,0,1,0,0,0,0,,0,0,吉林
2020-03-14,93,0,91,1,,0,1,0,0,0,0,,0,0,吉林
2020-03-15,93,0,92,1,,0,0,0,0,1,0,,0,0,吉林
2020-03-16,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-17,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-18,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-19,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-20,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-21,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-22,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-23,93,0,92,1,,0,0,0,0,0,0,,0,0,吉林
2020-03-24,94,0,92,1,,0,1,1,0,0,0,,0,0,吉林
2020-03-25,95,0,92,1,,0,2,1,0,0,0,,0,0,吉林
2020-03-26,95,0,92,1,,0,2,0,0,0,0,,0,0,吉林
2020-03-27,97,0,92,1,,0,4,2,0,0,0,,0,0,吉林
2020-03-28,98,0,92,1,,0,5,1,0,0,0,,0,0,吉林
2020-03-29,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-03-30,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-03-31,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-01,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-02,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-03,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-04,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-05,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-06,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-07,98,0,92,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-08,98,0,93,1,,0,4,0,0,1,0,,0,0,吉林
2020-04-09,98,0,95,1,,0,2,0,0,2,0,,0,0,吉林
2020-04-10,98,0,96,1,,0,1,0,0,1,0,,0,0,吉林
2020-04-11,99,0,96,1,,0,2,1,0,0,0,,0,0,吉林
2020-04-12,100,0,96,1,,0,3,1,0,0,0,,0,0,吉林
2020-04-13,100,0,96,1,,0,3,0,0,0,0,,0,0,吉林
2020-04-14,102,0,96,1,,0,5,2,0,0,0,,0,0,吉林
2020-04-15,102,0,96,1,,0,5,0,0,0,0,,0,0,吉林
2020-04-16,102,0,97,1,,0,4,0,0,1,0,,0,0,吉林
2020-04-17,102,0,97,1,,0,4,0,0,0,0,,0,0,吉林
2020-04-18,104,0,97,1,,0,6,2,0,0,0,,0,0,吉林
2020-04-19,104,0,97,1,,0,6,0,0,0,0,,0,0,吉林
2020-04-20,106,0,97,1,,0,8,2,0,0,0,,0,0,吉林
2020-04-21,106,0,98,1,,0,7,0,0,1,0,,0,0,吉林
2020-04-22,107,0,98,1,,0,8,1,0,0,0,,0,0,吉林
2020-04-23,108,0,99,1,,0,8,1,0,1,0,,0,0,吉林
2020-04-24,109,0,99,1,,0,9,1,0,0,0,,0,0,吉林
2020-04-25,109,0,99,1,,0,9,0,0,0,0,,0,0,吉林
2020-04-26,110,0,99,1,,0,10,1,0,0,0,,0,0,吉林
2020-04-27,110,0,99,1,,0,10,0,0,0,0,,0,0,吉林
2020-04-28,110,0,99,1,,0,10,0,0,0,0,,0,0,吉林
2020-04-29,111,0,99,1,,0,11,1,0,0,0,,0,0,吉林
2020-04-30,111,0,101,1,,0,9,0,0,2,0,,0,0,吉林
2020-05-01,112,0,102,1,,0,9,1,0,1,0,,0,0,吉林
2020-05-02,112,0,103,1,,0,8,0,0,1,0,,0,0,吉林
2020-05-03,112,0,103,1,,0,8,0,0,0,0,,0,0,吉林
2020-05-04,112,0,103,1,,0,8,0,0,0,0,,0,0,吉林
2020-05-05,112,0,103,1,,0,8,0,0,0,0,,0,0,吉林
2020-05-06,112,0,103,1,,0,8,0,0,0,0,,0,0,吉林
2020-05-07,113,0,104,1,,0,8,1,0,1,0,,0,0,吉林
2020-05-08,113,0,105,1,,0,7,0,0,1,0,,0,0,吉林
2020-05-09,124,0,105,1,,0,18,11,0,0,0,,0,0,吉林
2020-05-10,127,0,105,1,,0,21,3,0,0,0,,0,0,吉林
2020-05-11,127,0,105,1,,0,21,0,0,0,0,,0,0,吉林
2020-05-12,133,0,108,1,,0,24,6,0,3,0,,0,0,吉林
2020-05-13,134,0,108,1,,0,25,1,0,0,0,,0,0,吉林
2020-05-14,138,0,108,1,,0,29,4,0,0,0,,0,0,吉林
2020-05-15,140,0,108,1,,0,31,2,0,0,0,,0,0,吉林
2020-05-16,144,0,113,2,,0,29,3,0,5,2,,0,0,吉林
2020-05-17,146,0,122,2,,0,22,2,0,9,0,,0,0,吉林
2020-05-18,148,0,123,2,,0,23,2,0,1,0,,0,0,吉林
2020-05-19,152,0,125,2,,0,25,4,0,2,0,,0,0,吉林
2020-05-20,152,0,125,2,,0,25,4,0,0,0,,0,0,吉林
2020-05-21,154,0,127,2,,0,25,2,0,2,0,,0,0,吉林
2020-05-22,154,0,128,2,,0,24,0,0,1,0,,0,0,吉林
2020-05-23,155,0,128,2,,0,25,1,0,0,0,,0,0,吉林
2020-05-24,155,0,128,2,,0,25,0,0,0,0,,0,0,吉林
2020-05-25,155,0,128,2,,0,25,0,0,0,0,,0,0,吉林
2020-05-26,155,0,128,2,,0,25,0,0,0,0,,0,0,吉林
2020-05-27,155,0,133,2,,0,20,0,0,5,0,,0,0,吉林
2020-05-28,155,0,136,2,,0,17,0,0,3,0,,0,0,吉林
2020-05-29,155,0,142,2,,0,11,0,0,6,0,,0,0,吉林
2020-05-30,155,0,144,2,,0,9,0,0,2,0,,0,0,吉林
2020-05-31,155,0,144,2,,0,9,0,0,0,0,,0,0,吉林
2020-06-01,155,0,147,2,,0,6,0,0,3,0,,0,0,吉林
2020-06-02,155,0,147,2,,0,6,0,0,0,0,,0,0,吉林
2020-06-03,155,0,148,2,,0,5,0,0,1,0,,0,0,吉林
2020-06-04,155,0,149,2,,0,4,0,0,1,0,,0,0,吉林
2020-06-05,155,0,150,2,,0,3,0,0,1,0,,0,0,吉林
2020-06-06,155,0,150,2,,0,3,0,0,0,0,,0,0,吉林
2020-06-07,155,0,153,2,,0,0,0,0,3,0,,0,0,吉林
2020-06-08,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-09,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-10,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-11,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-12,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-13,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-14,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-15,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-16,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-17,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-18,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-19,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-20,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-21,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-22,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-23,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-24,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-25,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-26,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-27,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-28,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-29,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-06-30,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-01,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-02,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-03,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-04,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-05,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-06,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-07,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-08,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-09,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-10,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-11,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-12,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-13,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-14,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-15,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-16,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-17,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-18,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-19,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-20,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-21,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-22,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-23,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-24,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-25,155,0,153,2,,0,0,0,0,0,0,,0,0,吉林
2020-07-26,157,0,153,2,,0,2,2,0,0,0,,0,0,吉林
2020-07-27,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-07-28,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-07-29,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-07-30,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-07-31,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-08-01,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-08-02,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-08-03,157,0,153,2,,0,2,0,0,0,0,,0,0,吉林
2020-08-04,157,0,154,2,,0,1,0,0,1,0,,0,0,吉林
2020-08-05,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-06,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-07,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-08,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-09,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-10,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-11,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-12,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-13,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-14,157,0,154,2,,0,1,0,0,0,0,,0,0,吉林
2020-08-15,157,0,155,2,,0,0,0,0,1,0,,0,0,吉林
2020-08-16,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-17,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-18,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-19,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-20,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-21,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-22,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-23,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-24,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-25,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-26,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-27,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-28,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-29,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-30,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-08-31,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-01,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-02,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-03,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-04,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-05,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-06,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-07,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-08,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-09,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-10,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-11,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-12,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-13,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-14,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-15,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-16,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-17,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-18,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-19,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-20,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-21,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-22,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-23,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-24,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-25,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-26,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
2020-09-27,157,0,155,2,,0,0,0,0,0,0,,0,0,吉林
