id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input
95215522,2020-06-15 07:27:53,南苏丹,1755,0,58,30,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
893,2020-12-04 20:53:20,马耳他,10320,0,8120,149,0,0.0,123.0,,105.0,1.0,,,
896,2020-12-04 08:38:03,摩尔多瓦,112307,0,97549,2363,0,0.0,1727.0,,838.0,20.0,,,
897,2020-12-04 08:38:03,保加利亚,155193,0,57141,4503,0,0.0,3280.0,,1935.0,156.0,,,
898,2020-12-04 18:53:18,孟加拉,473991,0,390951,6772,0,0.0,2252.0,,2572.0,24.0,,,
899,2020-06-15 10:20:56,阿尔巴尼亚,1521,0,1044,36,0,,,0.0,,,0.0,,
950000,2020-12-04 20:53:20,巴勒斯坦,94676,0,70206,797,0,0.0,1968.0,,1956.0,17.0,,,
95kml,2020-06-15 13:47:09,科摩罗,176,0,114,2,0,,,,,,,,
953333,2020-12-04 15:53:15,阿富汗,46837,0,37260,1846,0,0.0,119.0,,42.0,5.0,,,
95888822,2020-12-04 23:13:25,沙特阿拉伯,358336,0,348238,5940,0,0.0,234.0,,357.0,10.0,,,
9511123,2020-12-04 12:13:07,新西兰,2069,0,1983,25,0,0.0,9.0,,9.0,0.0,,,
95333,2020-12-04 09:43:04,塔吉克斯坦,12308,0,11718,87,0,0.0,39.0,,41.0,0.0,,,
83356,2020-06-15 13:25:33,泽西岛,313,0,292,15,0,0.0,,,,,,,
954467,2020-06-15 13:51:09,叙利亚,177,0,74,6,0,,,0.0,,,0.0,,
95327,2020-12-04 10:58:03,巴拿马,171219,0,148396,3141,0,0.0,1880.0,,1820.0,27.0,,,
95329,2020-12-04 08:38:03,古巴,8531,0,7770,136,0,0.0,75.0,,56.0,0.0,,,
9511111,2020-12-04 08:58:02,尼日利亚,68303,0,64291,1179,0,0.0,343.0,,452.0,2.0,,,
95858585,2020-12-04 08:38:03,摩洛哥,368624,0,318987,6063,0,0.0,4434.0,,4750.0,78.0,,,
9500222,2020-12-04 20:53:21,塞内加尔,16297,0,15707,336,0,0.0,80.0,,10.0,1.0,,,
95118,2020-06-15 14:24:59,老挝,19,0,19,0,0,,,,,,,,
95350,2020-12-04 10:58:03,巴哈马,7549,0,5934,163,0,0.0,6.0,,0.0,0.0,,,
84226,2020-06-15 10:14:23,马约特岛,2282,0,1790,28,0,0.0,,,,,,,
954444,2020-12-04 08:38:03,斯洛文尼亚,81349,0,59469,1592,0,0.0,11.0,,0.0,0.0,,,
95103,2020-12-04 08:38:03,卢森堡,36429,0,27356,339,0,0.0,627.0,,859.0,5.0,,,
95106,2020-12-04 08:38:03,爱尔兰,73228,0,23364,2080,0,0.0,162.0,,0.0,6.0,,,
95102,2020-12-04 08:38:03,厄瓜多尔,195884,0,169804,13612,0,0.0,1008.0,,0.0,50.0,,,
957777,2020-12-04 09:43:04,捷克,537663,0,468302,8641,0,0.0,4621.0,,6703.0,126.0,,,
9522222,2020-12-04 17:53:17,匈牙利,238056,0,68525,5513,0,0.0,6212.0,,1492.0,189.0,,,
8101,2020-06-15 10:57:56,法属圭亚那,1255,0,534,3,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
8102,2020-06-15 11:45:39,多哥共和国,530,0,291,13,0,0.0,,,,,,,
8100,2020-12-04 08:58:02,哥斯达黎加,142505,0,91424,1757,0,0.0,1165.0,,3198.0,18.0,,,
8105,2020-12-04 18:53:18,文莱,151,0,146,3,0,0.0,0.0,,1.0,0.0,,,
8103,2020-06-15 13:46:38,法罗群岛,187,0,187,0,0,0.0,,,,,,,
8104,2020-12-04 00:02:50,马提尼克岛,37,0,0,1,0,0.0,5.0,,0.0,0.0,,,
95120,2020-12-04 21:53:17,荷兰,552856,0,7129,9703,0,0.0,5990.0,,59.0,58.0,,,
951234567,2020-12-04 08:58:01,巴西,6487084,0,5792539,175270,0,0.0,50434.0,,33245.0,755.0,,,
8115,2020-12-04 12:58:08,洪都拉斯,109760,0,48953,2938,0,0.0,616.0,,76.0,8.0,,,
95394,2020-12-04 08:58:02,乌拉圭,6455,0,4707,80,0,0.0,230.0,,123.0,0.0,,,
95390,2020-12-04 14:53:12,秘鲁,967075,0,901544,36076,0,0.0,3470.0,,2331.0,110.0,,,
956666,2020-12-04 23:13:25,智利,557135,0,531543,15558,0,0.0,3237.0,,2042.0,120.0,,,
95389,2020-06-15 00:00:31,格陵兰,13,0,13,0,0,0.0,,,,,,,
95382,2020-06-12 17:03:05,圣巴托洛谬岛,6,0,6,0,0,,,,,,,,
950101010,2020-12-04 08:38:03,马尔代夫,13106,0,12154,47,0,0.0,36.0,,153.0,0.0,,,
95384,2020-12-04 12:58:08,委内瑞拉,103548,0,98521,909,0,0.0,481.0,,491.0,4.0,,,
8134,2020-12-04 09:43:04,毛里塔尼亚,9005,0,7785,181,0,0.0,142.0,,5.0,2.0,,,
8135,2020-06-15 00:00:31,纳米比亚,31,0,17,0,0,,,,,,,,
8132,2020-06-15 13:04:24,法属留尼汪岛,487,0,447,1,0,0.0,,,,,,,
8133,2020-06-13 11:26:34,波多黎各,5536,0,0,146,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
95732,2020-12-04 00:02:50,加纳,51667,0,50547,323,0,0.0,0.0,,0.0,0.0,,,
8136,2020-12-04 08:38:03,赤道几内亚,5159,0,5023,85,0,0.0,3.0,,14.0,0.0,,,
8130,2020-12-04 18:53:18,几内亚,13186,0,12270,76,0,0.0,19.0,,66.0,0.0,,,
8131,2020-12-04 08:38:03,卢旺达,6011,0,5596,50,0,0.0,17.0,,21.0,0.0,,,
80001,2020-06-15 00:00:31,格林纳达,23,0,22,0,0,,,,,,,,
8129,2020-12-04 10:58:02,斯威士兰,6474,0,6044,122,0,0.0,19.0,,12.0,0.0,,,
8145,2020-12-04 00:02:51,坦桑尼亚,509,0,183,21,0,0.0,0.0,,0.0,0.0,,,
8146,2020-12-04 10:58:02,贝宁,3055,0,2907,44,0,0.0,40.0,,68.0,0.0,,,
8143,2020-12-04 08:58:02,刚果（金）,13132,0,11753,337,0,0.0,145.0,,59.0,1.0,,,
8144,2020-12-04 00:17:51,中非共和国,4918,0,1924,63,0,0.0,0.0,,0.0,0.0,,,
8147,2020-12-04 10:58:03,利比里亚,1663,0,1358,83,0,0.0,68.0,,15.0,0.0,,,
8148,2020-12-04 08:38:03,索马里,4525,0,3480,121,0,0.0,0.0,,0.0,0.0,,,
95123456,2020-12-04 10:58:03,塞拉利昂,2416,0,1840,74,0,0.0,3.0,,2.0,0.0,,,
95XXXX,2020-12-04 08:38:03,乍得,1708,0,1539,102,0,0.0,3.0,,0.0,0.0,,,
8152,2020-12-04 00:02:51,赞比亚,17730,0,17102,357,0,0.0,30.0,,0.0,0.0,,,
8151,2020-06-15 13:01:51,巴巴多斯,96,0,83,7,0,,,,,,,,
95mali,2020-12-04 10:58:03,马里,4880,0,3281,162,0,0.0,43.0,,18.0,1.0,,,
958888,2020-12-04 08:38:03,阿根廷,1447732,0,1274675,39305,0,0.0,7629.0,,6317.0,149.0,,,
81113,2020-06-15 00:00:31,法属波利尼西亚,60,0,60,0,0,,,,,,,,
9584332,2020-12-04 08:38:03,巴林,87432,0,85598,341,0,0.0,162.0,,135.0,0.0,,,
8168,2020-12-04 08:38:03,莫桑比克,15918,0,14030,132,0,0.0,52.0,,16.0,0.0,,,
95747,2020-12-04 00:17:51,喀麦隆,24487,0,22177,441,0,0.0,0.0,,0.0,0.0,,,
8165,2020-12-04 12:13:07,乌干达,21612,0,9110,206,0,0.0,203.0,,66.0,0.0,,,
8166,2020-06-12 16:57:11,厄立特里亚,41,0,39,0,0,,,,,,,,
95983,2020-12-04 00:02:51,刚果（布）,5774,0,4988,94,0,0.0,0.0,,0.0,0.0,,,
8162,2020-12-04 09:43:04,津巴布韦,10424,0,8754,280,0,0.0,295.0,,111.0,3.0,,,
956475,2020-12-04 23:13:25,丹麦,87266,0,69150,867,0,0.0,1605.0,,1216.0,9.0,,,
81344,2020-06-15 14:48:41,阿鲁巴,101,0,98,3,0,0.0,,,,,,,
95776,2020-12-04 17:53:17,斐济,44,0,33,2,0,0.0,2.0,,0.0,0.0,,,
8172,2020-12-04 09:43:04,伯利兹,7236,0,3571,164,0,0.0,1382.0,,420.0,16.0,,,
8173,2020-12-04 23:13:25,缅甸,95018,0,74973,2059,0,0.0,1418.0,,1225.0,31.0,,,
9568067,2020-12-04 09:43:04,塞浦路斯,11523,0,2057,54,0,0.0,348.0,,0.0,2.0,,,
81134,2020-06-14 00:00:31,关岛,183,0,143,5,0,0.0,,,,,,,
888779,2020-06-15 10:21:59,科索沃,1326,0,921,31,0,0.0,,,,,,,
95860612,2020-06-12 17:03:41,圣皮埃尔岛和密克隆岛,1,0,1,0,0,0.0,,,,,,,
95251456,2020-12-04 14:53:12,吉尔吉斯斯坦,74373,0,66113,1285,0,0.0,440.0,,524.0,4.0,,,
8197,2020-06-15 00:00:31,博茨瓦纳,60,0,24,1,0,,,0.0,,,0.0,,
95309,2020-12-04 00:02:51,尼日尔,1640,0,1227,76,0,0.0,54.0,,0.0,0.0,,,
95305,2020-12-04 10:58:03,苏里南,5322,0,5203,117,0,0.0,2.0,,3.0,0.0,,,
95306,2020-12-04 09:43:04,佛得角,10938,0,10454,107,0,0.0,71.0,,32.0,1.0,,,
95786,2020-12-04 18:53:19,萨尔瓦多,39718,0,36286,1142,0,0.0,588.0,,447.0,8.0,,,
95303,2020-06-15 13:51:31,圭亚那,159,0,99,12,0,,,0.0,,,0.0,,
95787,2020-12-04 08:38:03,尼加拉瓜,5838,0,4225,161,0,0.0,0.0,,0.0,0.0,,,
95783,2020-06-15 00:00:31,冈比亚,28,0,24,1,0,,,0.0,,,0.0,,
9523416782,2020-06-12 16:58:23,东帝汶,24,0,24,0,0,,,,,,,,
950777,2020-12-04 12:13:07,巴基斯坦,410072,0,350305,8260,0,0.0,3262.0,,3354.0,55.0,,,
9577890,2020-12-04 08:38:03,埃及,117156,0,103082,6713,0,0.0,432.0,,133.0,19.0,,,
9577665,2020-12-04 23:13:25,科威特,143574,0,139148,886,0,0.0,314.0,,474.0,2.0,,,
95903,2020-12-04 18:53:19,斯洛伐克,113392,0,77142,957,0,0.0,2184.0,,2869.0,27.0,,,
95904,2020-06-15 13:47:38,直布罗陀,176,0,173,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
959333,2020-06-16 00:00:31,摩纳哥,99,0,93,4,0,,,,,,,,
9509765,2020-12-04 08:38:03,巴拉圭,85477,0,60086,1796,0,0.0,995.0,,621.0,13.0,,,
856671,2020-06-12 16:58:47,荷属安的列斯,22,0,15,1,0,,,,,,,,
95711,2020-06-15 00:00:31,多米尼克,18,0,16,0,0,,,,,,,,
95703,2020-12-04 14:53:11,乌兹别克斯坦,73592,0,70861,611,0,0.0,161.0,,149.0,0.0,,,
95293,2020-12-04 08:38:03,黑山,36932,0,25866,516,0,0.0,581.0,,457.0,6.0,,,
95294,2020-12-04 08:38:03,危地马拉,124053,0,112719,4209,0,0.0,593.0,,0.0,0.0,,,
95290,2020-12-04 00:02:50,加蓬,9239,0,9089,60,0,0.0,25.0,,0.0,0.0,,,
95291,2020-12-04 08:58:02,苏丹,18535,0,10672,1271,0,0.0,281.0,,179.0,6.0,,,
87435,2020-12-04 18:53:18,利比亚,85529,0,56048,1219,0,0.0,680.0,,744.0,7.0,,,
95287,2020-06-15 14:48:56,圣马丁岛,77,0,61,15,0,,,,,,,,
95046,2020-12-04 08:38:03,土耳其,733261,0,418331,14316,0,0.0,32381.0,,4190.0,187.0,,,
95047,2020-06-12 17:02:54,巴布亚新几内亚,8,0,8,0,0,,,,,,,,
95000011,2020-12-04 08:38:03,多米尼加,146009,0,115992,2335,0,0.0,812.0,,381.0,1.0,,,
95076,2020-12-04 08:38:03,约旦,231237,0,173369,2909,0,0.0,4029.0,,4940.0,55.0,,,
9532556,2020-12-04 16:53:12,亚美尼亚,139692,0,114990,2277,0,0.0,1184.0,,1762.0,23.0,,,
811192,2020-06-12 17:01:29,圣基茨和尼维斯,15,0,15,0,0,,,,,,,,
89665,2020-06-15 13:49:44,瓜德罗普,171,0,157,14,0,,,0.0,,,0.0,,
94367,2020-12-04 00:02:51,安提瓜和巴布达,144,0,133,4,0,0.0,2.0,,0.0,0.0,,,
95215,2020-12-04 12:13:07,玻利维亚,145186,0,124015,8982,0,0.0,192.0,,342.0,10.0,,,
95693,2020-12-04 08:38:03,哥伦比亚,1343322,0,1233115,37305,0,0.0,9233.0,,7480.0,188.0,,,
879903,2020-06-12 16:57:52,圣文森特和格林纳丁斯,27,0,25,0,0,,,,,,,,
84326,2020-06-12 16:59:25,圣卢西亚,19,0,18,0,0,,,,,,,,
10,2020-12-04 09:43:04,法国,2310271,0,172574,54231,0,0.0,34594.0,,4659.0,1409.0,,,
11,2020-12-04 23:13:25,阿联酋,174062,0,157828,586,0,0.0,1311.0,,793.0,1.0,,,
12,2020-12-04 09:43:04,加拿大,399770,0,319250,12423,0,0.0,5748.0,,4408.0,80.0,,,
13,2020-12-04 12:58:08,印度,9571559,0,9016289,139188,0,0.0,36595.0,,42916.0,540.0,,,
14,2020-12-04 21:53:17,英国,1678423,0,3632,60210,0,0.0,14952.0,,11.0,414.0,,,
15,2020-12-04 08:38:03,意大利,1664829,0,846809,58038,0,0.0,23219.0,,23474.0,993.0,,,
16,2020-12-04 16:53:12,俄罗斯,2382012,0,1872214,41730,0,0.0,27078.0,,28688.0,557.0,,,
17,2020-12-04 17:53:17,菲律宾,436345,0,399345,8509,0,0.0,932.0,,20.0,63.0,,,
18,2020-12-04 20:13:23,芬兰,26758,0,18100,408,0,0.0,336.0,,0.0,0.0,,,
19,2020-12-04 20:53:20,尼泊尔,238861,0,221847,1567,0,0.0,1272.0,,1575.0,16.0,,,
95682,2020-12-04 08:38:03,葡萄牙,307618,0,229018,4724,0,0.0,3772.0,,5572.0,79.0,,,
95200,2020-12-04 08:38:03,也门,2239,0,1525,624,0,0.0,22.0,,7.0,3.0,,,
954356,2020-06-15 00:00:31,塞舌尔,11,0,11,0,0,,,,,,,,
20,2020-12-04 08:38:03,西班牙,1693591,0,196958,46038,0,0.0,6104.0,,0.0,254.0,,,
21,2020-12-04 18:53:18,斯里兰卡,26038,0,19438,129,0,0.0,278.0,,406.0,5.0,,,
9509,2020-12-04 08:38:03,阿尔及利亚,85927,0,55538,2480,0,0.0,843.0,,548.0,16.0,,,
22,2020-12-04 12:13:07,柬埔寨,335,0,304,0,0,0.0,4.0,,0.0,0.0,,,
95239,2020-12-04 10:58:03,海地,9331,0,8114,233,0,0.0,18.0,,23.0,0.0,,,
23,2020-12-04 22:13:19,瑞典,278912,0,4917,7067,0,0.0,6269.0,,0.0,60.0,,,
95237,2020-06-15 14:48:06,特里尼达和多巴哥,123,0,109,8,0,,,0.0,,,0.0,,
95jibuti,2020-12-04 10:58:03,吉布提,5689,0,5591,61,0,0.0,7.0,,4.0,0.0,,,
9512314,2020-06-15 11:44:39,圣多美与普林西比,659,0,176,12,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
953487,2020-12-04 10:58:03,布基纳法索,3062,0,2679,68,0,0.0,52.0,,12.0,0.0,,,
954332,2020-12-04 15:23:11,比利时,584857,0,33687,17033,0,0.0,2605.0,,0.0,122.0,,,
9534324,2020-12-04 21:53:17,伊拉克,560622,0,489772,12387,0,0.0,1855.0,,1909.0,26.0,,,
95000111,2020-12-04 08:38:03,马拉维,6043,0,5472,185,0,0.0,3.0,,1.0,0.0,,,
95010,2020-12-04 20:13:23,冰岛,5462,0,5223,27,0,0.0,14.0,,7.0,0.0,,,
95jnybs,2020-12-04 00:02:51,几内亚比绍,2441,0,2327,44,0,0.0,0.0,,0.0,0.0,,,
953333666,2020-12-04 21:53:17,拉脱维亚,19993,0,1849,242,0,0.0,686.0,,1.0,7.0,,,
9512111,2020-06-15 14:49:07,不丹,66,0,21,0,0,,,0.0,,,0.0,,
957873,2020-12-04 20:53:20,挪威,37371,0,17998,354,0,0.0,235.0,,0.0,1.0,,,
9524546,2020-12-04 18:53:19,印度尼西亚,563680,0,466178,17479,0,0.0,5803.0,,3625.0,124.0,,,
956789,2020-12-04 08:38:03,安哥拉,15361,0,8244,352,0,0.0,42.0,,105.0,1.0,,,
87656,2020-06-15 13:46:13,开曼群岛,187,0,115,1,0,,,,,,,,
95844,2020-12-04 08:38:03,埃塞俄比亚,111579,0,77385,1724,0,0.0,595.0,,1318.0,9.0,,,
95879,2020-06-15 00:00:31,梵蒂冈,12,0,12,0,0,,,,,,,,
95632,2020-12-04 08:38:03,科特迪瓦,21389,0,21022,132,0,0.0,28.0,,12.0,0.0,,,
95634,2020-12-04 21:53:17,卡塔尔,139643,0,136872,239,0,0.0,166.0,,131.0,0.0,,,
95411,2020-06-12 17:03:24,莱索托,4,0,2,0,0,,,,,,,,
950611,2020-12-04 16:53:13,格鲁吉亚,152704,0,126904,1425,0,0.0,5068.0,,2336.0,38.0,,,
96745,2020-12-04 12:13:07,墨西哥,1144643,0,843231,108173,0,0.0,11030.0,,6664.0,608.0,,,
95891,2020-12-04 00:02:51,圣马力诺,1714,0,1356,46,0,0.0,64.0,,0.0,0.0,,,
95400,2020-12-04 16:53:13,哈萨克斯坦,177386,0,149435,2482,0,0.0,1044.0,,703.0,46.0,,,
95643,2020-12-04 08:38:03,安道尔,6904,0,6066,77,0,0.0,62.0,,78.0,1.0,,,
95886,2020-12-04 08:38:03,牙买加,10911,0,6614,259,0,0.0,47.0,,0.0,0.0,,,
82333,2020-06-15 13:26:03,格恩西岛,252,0,238,13,0,,,,,,,,
95677,2020-12-04 20:53:20,罗马尼亚,500273,0,390212,12052,0,0.0,8062.0,,9211.0,176.0,,,
95436,2020-12-04 00:02:50,阿曼,124329,0,115866,1435,0,0.0,184.0,,0.0,0.0,,,
95672,2020-06-15 14:25:46,列支敦士登,82,0,55,1,0,,,,,,,,
9547021,2020-12-04 10:58:03,马达加斯加,17513,0,16657,255,0,0.0,172.0,,0.0,4.0,,,
